Time_A	Channel_A	Time_B	Channel_B	Time_C	Channel_C	Time_D	Channel_D
256.456	118.277480	256.456	73.806873	256.456	8.407083	256.456	0.047000
256.757	121.676085	256.757	71.547803	256.757	8.910309	256.757	-0.034520
257.057	119.134439	257.057	73.376733	257.057	10.650030	257.057	-2.516372
257.357	124.288579	257.357	71.661440	257.357	9.298114	257.357	-0.478161
257.658	123.811848	257.658	80.352584	257.658	9.052205	257.658	3.338669
257.958	122.888122	257.958	73.382907	257.958	9.451945	257.958	-3.177354
258.258	130.473965	258.258	74.532732	258.258	9.716740	258.258	2.927948
258.559	121.548314	258.559	77.709295	258.559	9.564359	258.559	-0.637437
258.859	125.110206	258.859	77.375543	258.859	9.014500	258.859	-1.170801
259.159	123.043213	259.159	73.975971	259.159	9.994052	259.159	-1.116149
259.459	126.311233	259.459	76.753076	259.459	9.966931	259.459	1.043485
259.760	121.549673	259.760	77.706038	259.760	9.962673	259.760	-4.093383
260.060	122.682871	260.060	71.912248	260.060	8.684952	260.060	-0.764091
260.360	126.009856	260.360	73.161769	260.360	9.368497	260.360	-0.743738
260.661	125.283850	260.661	73.373132	260.661	9.139928	260.661	-4.663667
260.961	122.772589	260.961	76.477579	260.961	9.658866	260.961	0.483684
261.261	121.511815	261.261	71.947469	261.261	9.383840	261.261	-0.088978
261.562	121.420891	261.562	70.377512	261.562	10.334305	261.562	0.007023
261.862	124.128629	261.862	75.350976	261.862	10.694187	261.862	-0.586873
262.162	121.164518	262.162	73.968977	262.162	10.177123	262.162	1.508511
262.462	119.688952	262.462	70.943468	262.462	7.796266	262.462	1.006444
262.763	127.465597	262.763	73.191020	262.763	11.524793	262.763	1.649706
263.063	123.356990	263.063	73.463654	263.063	9.506270	263.063	0.188062
263.363	125.223158	263.363	73.359314	263.363	10.154793	263.363	2.511372
263.664	123.155038	263.664	72.861529	263.664	9.175528	263.664	2.914532
263.964	123.820976	263.964	74.369457	263.964	9.263537	263.964	0.809746
264.264	127.278681	264.264	72.425393	264.264	9.797634	264.264	-1.620136
264.565	120.432290	264.565	71.378833	264.565	8.342884	264.565	-2.628965
264.865	122.768781	264.865	73.296972	264.865	10.395500	264.865	-1.823765
265.165	130.081505	265.165	71.339227	265.165	9.414172	265.165	-2.462352
265.465	120.737139	265.465	71.359370	265.465	9.625212	265.465	1.492087
265.766	122.420603	265.766	71.549668	265.766	9.439296	265.766	4.556690
266.066	117.576247	266.066	69.518809	266.066	8.749014	266.066	-4.141474
266.366	120.237771	266.366	69.260968	266.366	9.565645	266.366	-2.540277
266.667	121.756656	266.667	73.887449	266.667	9.705480	266.667	-2.590434
266.967	119.869262	266.967	72.126532	266.967	10.033067	266.967	0.178816
267.267	117.488998	267.267	70.663085	267.267	9.706812	267.267	1.133025
267.568	121.280179	267.568	70.517739	267.568	9.105947	267.568	-1.190314
267.868	119.162274	267.868	74.187593	267.868	8.831214	267.868	-2.105491
268.168	122.008478	268.168	75.934191	268.168	9.332244	268.168	0.657512
268.468	125.497802	268.468	66.336235	268.468	9.167307	268.468	1.899489
268.769	122.192166	268.769	63.665673	268.769	9.580968	268.769	-2.992052
269.069	123.045104	269.069	73.270356	269.069	9.002160	269.069	-4.694735
269.369	117.770108	269.369	69.384573	269.369	8.871354	269.369	-3.435295
269.670	125.271505	269.670	74.716339	269.670	8.957351	269.670	0.091887
269.970	120.255236	269.970	66.856725	269.970	9.443975	269.970	-1.516281
270.270	117.618601	270.270	69.720065	270.270	9.248814	270.270	-0.767072
270.571	122.414804	270.571	68.887335	270.571	9.205814	270.571	-1.547819
270.871	122.873327	270.871	70.574889	270.871	9.276755	270.871	-1.091511
271.171	120.247425	271.171	72.924871	271.171	7.728744	271.171	-0.148741
271.471	119.252723	271.471	67.775249	271.471	8.858167	271.471	4.640599
271.772	116.814574	271.772	70.543896	271.772	8.785558	271.772	-1.515388
272.072	117.441907	272.072	71.088511	272.072	9.957700	272.072	-0.180483
272.372	120.256593	272.372	70.782797	272.372	8.584578	272.372	0.489415
272.673	115.301530	272.673	73.903418	272.673	8.544002	272.673	1.903121
272.973	119.853976	272.973	68.234667	272.973	8.795602	272.973	-1.841804
273.273	118.638332	273.273	73.305520	273.273	8.637833	273.273	-0.032894
273.574	119.976157	273.574	71.913262	273.574	8.594724	273.574	-2.631659
273.874	118.076883	273.874	71.891777	273.874	9.817177	273.874	0.396173
274.174	116.725411	274.174	69.498511	274.174	9.618503	274.174	-0.536646
274.474	115.750887	274.474	71.759979	274.474	8.869626	274.474	-1.235576
274.775	120.129183	274.775	73.261902	274.775	8.165002	274.775	0.579444
275.075	118.346547	275.075	66.094048	275.075	8.835480	275.075	1.739035
275.375	117.795689	275.375	68.949293	275.375	8.508025	275.375	0.232364
275.676	122.351776	275.676	67.526232	275.676	10.053803	275.676	-1.889109
275.976	122.760067	275.976	72.717054	275.976	9.607905	275.976	0.120924
276.276	117.611283	276.276	65.219108	276.276	9.498967	276.276	-1.319504
276.577	119.399005	276.577	70.131441	276.577	9.232085	276.577	1.645977
276.877	118.606501	276.877	67.462146	276.877	8.519327	276.877	-0.848639
277.177	116.488643	277.177	68.274967	277.177	10.299103	277.177	-1.307413
277.477	119.161934	277.477	71.735830	277.477	9.692242	277.477	0.181816
277.778	116.191274	277.778	69.564265	277.778	9.844684	277.778	-0.714979
278.078	118.406990	278.078	68.450538	278.078	8.615901	278.078	-2.584689
278.378	118.686229	278.378	70.245636	278.378	9.485128	278.378	0.348109
278.679	117.083848	278.679	69.166796	278.679	8.864283	278.679	-3.156158
278.979	123.771996	278.979	69.245861	278.979	8.755079	278.979	-0.363312
279.279	124.431816	279.279	65.508430	279.279	9.416454	279.279	3.537115
279.580	120.553932	279.580	71.501119	279.580	9.172036	279.580	-2.037146
279.880	120.121574	279.880	69.405720	279.880	9.207306	279.880	2.355573
280.180	119.831570	280.180	69.481503	280.180	8.306485	280.180	-1.241963
280.480	119.327118	280.480	67.387445	280.480	9.248225	280.480	2.509486
280.781	117.771983	280.781	67.043829	280.781	8.979002	280.781	-0.902044
281.081	117.515798	281.081	66.865138	281.081	9.963616	281.081	0.509414
281.381	118.674803	281.381	71.779693	281.381	9.736004	281.381	1.718050
281.682	111.732117	281.682	72.806115	281.682	7.782543	281.682	0.518142
281.982	116.984867	281.982	73.426387	281.982	9.739037	281.982	-0.002324
282.282	116.067519	282.282	66.790536	282.282	9.635686	282.282	0.542936
282.583	121.255969	282.583	68.681923	282.583	9.112618	282.583	-0.493057
282.883	117.294339	282.883	68.239975	282.883	8.158527	282.883	4.322892
283.183	115.780713	283.183	66.630124	283.183	7.244280	283.183	-0.396766
283.483	117.419761	283.483	67.141386	283.483	8.915274	283.483	0.658496
283.784	113.513656	283.784	72.698740	283.784	9.559226	283.784	3.316738
284.084	119.664620	284.084	67.141684	284.084	8.568650	284.084	-1.888795
284.384	124.282944	284.384	67.773224	284.384	8.415026	284.384	-1.534534
284.685	116.733516	284.685	65.098999	284.685	8.458276	284.685	-2.564608
284.985	113.296765	284.985	67.020752	284.985	9.756478	284.985	-1.673466
285.285	121.813201	285.285	66.524458	285.285	9.736033	285.285	-0.737729
285.586	115.379320	285.586	65.944386	285.586	9.574269	285.586	-0.215959
285.886	119.662797	285.886	66.034843	285.886	8.759162	285.886	-1.364781
286.186	115.847170	286.186	66.284858	286.186	10.222679	286.186	1.564409
286.486	115.994338	286.486	66.266293	286.486	9.441401	286.486	-0.659007
286.787	114.892943	286.787	65.433188	286.787	8.813630	286.787	-1.532771
287.087	113.915272	287.087	69.372716	287.087	8.015340	287.087	0.089566
287.387	117.595059	287.387	65.270797	287.387	8.888256	287.387	-1.653894
287.688	116.898431	287.688	70.775707	287.688	9.709485	287.688	-2.778906
287.988	118.996493	287.988	69.301056	287.988	8.491029	287.988	0.997285
288.288	121.719160	288.288	66.343742	288.288	9.073639	288.288	-1.308715
288.589	118.371807	288.589	62.935456	288.589	8.945864	288.589	-0.136877
288.889	117.571910	288.889	62.219170	288.889	8.239271	288.889	1.110081
289.189	113.603361	289.189	70.725734	289.189	8.830555	289.189	-0.242709
289.489	114.791851	289.489	66.927305	289.489	8.122052	289.489	-2.719499
289.790	115.177108	289.790	67.356777	289.790	8.223684	289.790	-1.592695
290.090	115.233993	290.090	63.784515	290.090	8.519012	290.090	-1.450281
290.390	115.849649	290.390	68.055654	290.390	7.958322	290.390	1.279738
290.691	115.126972	290.691	63.257749	290.691	9.416306	290.691	1.103090
290.991	116.365584	290.991	67.714700	290.991	8.463322	290.991	-3.580537
291.291	118.092788	291.291	68.158093	291.291	8.862636	291.291	2.115868
291.592	114.617915	291.592	66.738080	291.592	7.203143	291.592	-0.962469
291.892	106.084576	291.892	69.952264	291.892	9.092778	291.892	-4.746852
292.192	114.731367	292.192	69.290490	292.192	9.451072	292.192	-0.681266
292.492	114.924847	292.492	66.602400	292.492	9.613702	292.492	3.133471
292.793	121.728557	292.793	68.351958	292.793	9.305202	292.793	-3.617964
293.093	115.002870	293.093	62.715290	293.093	8.171233	293.093	-3.721191
293.393	114.155049	293.393	68.306878	293.393	8.827707	293.393	0.507853
293.694	113.451054	293.694	62.698615	293.694	7.810108	293.694	-0.927571
293.994	109.543623	293.994	61.296664	293.994	8.340153	293.994	-3.695164
294.294	113.196587	294.294	69.025518	294.294	8.168776	294.294	1.226993
294.595	112.894240	294.595	62.134445	294.595	8.438645	294.595	-0.771149
294.895	117.983435	294.895	64.470272	294.895	8.544851	294.895	-4.095616
295.195	117.240869	295.195	68.163233	295.195	8.278057	295.195	6.490514
295.495	110.798998	295.495	62.106223	295.495	8.971439	295.495	0.254508
295.796	109.754221	295.796	64.615063	295.796	8.111492	295.796	-1.147165
296.096	111.776261	296.096	64.863606	296.096	8.752411	296.096	1.203137
296.396	114.750106	296.396	68.142424	296.396	9.885367	296.396	-0.697946
296.697	115.375053	296.697	69.947347	296.697	7.725843	296.697	-4.510168
296.997	113.351643	296.997	63.699860	296.997	7.312268	296.997	-1.042708
297.297	114.315523	297.297	67.447215	297.297	8.135441	297.297	1.244964
297.598	112.018887	297.598	65.914558	297.598	8.179244	297.598	0.937162
297.898	116.577075	297.898	68.958349	297.898	8.043502	297.898	-4.359665
298.198	113.462356	298.198	68.208260	298.198	7.753062	298.198	-5.796797
298.498	115.282414	298.498	61.053178	298.498	8.157899	298.498	0.023541
298.799	122.204148	298.799	59.781772	298.799	8.546156	298.799	0.847181
299.099	118.096863	299.099	67.778210	299.099	8.497085	299.099	-1.375575
299.399	114.403828	299.399	62.846934	299.399	7.792014	299.399	-0.979612
299.700	109.064067	299.700	63.760695	299.700	8.458894	299.700	-1.864185
300.000	111.526978	300.000	58.326329	300.000	8.299618	300.000	-3.231550
300.000	-0.901951	300.000	2.482503	300.000	-1.539644	300.000	-0.527797
300.300	-0.453367	300.300	2.680408	300.300	-0.465820	300.300	1.347545
300.601	6.766559	300.601	4.479773	300.601	0.456428	300.601	-2.211829
300.901	15.880264	300.901	4.236415	300.901	0.324551	300.901	-0.124543
301.201	17.263494	301.201	7.567431	301.201	1.553480	301.201	-4.415436
301.502	22.309198	301.502	2.707055	301.502	0.952306	301.502	1.930783
301.802	27.484849	301.802	10.046109	301.802	0.765311	301.802	1.517740
302.102	29.058986	302.102	9.221612	302.102	1.056750	302.102	2.987165
302.402	29.366334	302.402	5.484822	302.402	1.354946	302.402	-1.641358
302.703	38.112765	302.703	9.166222	302.703	0.701274	302.703	0.199272
303.003	43.251297	303.003	16.212776	303.003	-0.642181	303.003	2.975068
303.303	42.733221	303.303	18.351370	303.303	1.196212	303.303	-2.438802
303.604	40.170440	303.604	14.370287	303.604	1.441257	303.604	1.957133
303.904	50.488832	303.904	16.668953	303.904	1.600428	303.904	1.071140
304.204	46.084683	304.204	22.351170	304.204	1.305361	304.204	-1.576977
304.505	54.865373	304.505	21.935083	304.505	1.637510	304.505	-2.272388
304.805	61.139220	304.805	21.858925	304.805	2.271862	304.805	0.676806
305.105	65.669068	305.105	22.055949	305.105	2.297615	305.105	-2.574486
305.405	60.629666	305.405	27.930928	305.405	-0.767047	305.405	-0.268795
305.706	65.343356	305.706	24.230145	305.706	1.482376	305.706	-2.377163
306.006	70.736725	306.006	23.600711	306.006	2.578463	306.006	-3.085174
306.306	75.088645	306.306	26.287003	306.306	0.860305	306.306	-0.680493
306.607	70.081238	306.607	24.934143	306.607	3.941980	306.607	0.669201
306.907	72.227010	306.907	30.465683	306.907	1.857666	306.907	0.969415
307.207	74.914392	307.207	31.345904	307.207	0.613933	307.207	1.279883
307.508	76.086991	307.508	22.072279	307.508	2.475004	307.508	-0.957623
307.808	78.715444	307.808	36.104599	307.808	2.414684	307.808	-3.132135
308.108	83.998810	308.108	37.041052	308.108	2.569287	308.108	-0.514930
308.408	87.250619	308.408	34.870291	308.408	1.506330	308.408	3.235040
308.709	82.812823	308.709	34.860733	308.709	2.517122	308.709	2.092207
309.009	87.893490	309.009	32.609593	309.009	3.495165	309.009	-0.472355
309.309	87.257223	309.309	44.514651	309.309	3.645766	309.309	-1.288511
309.610	87.269150	309.610	39.596941	309.610	1.935940	309.610	-1.164296
309.910	88.574230	309.910	39.246769	309.910	2.427164	309.910	-2.058831
310.210	94.764794	310.210	43.386463	310.210	1.956372	310.210	-0.761602
310.511	100.341660	310.511	39.552845	310.511	3.245489	310.511	0.105658
310.811	98.331559	310.811	37.267642	310.811	2.170554	310.811	-0.777487
311.111	99.541984	311.111	41.825890	311.111	2.104802	311.111	-1.972687
311.411	104.904910	311.411	43.056537	311.411	3.672132	311.411	-2.031428
311.712	108.209793	311.712	43.753861	311.712	2.822411	311.712	1.924074
312.012	107.483445	312.012	46.737659	312.012	2.295856	312.012	-2.348777
312.312	98.685088	312.312	42.706012	312.312	3.233380	312.312	0.530292
312.613	108.921360	312.613	47.111038	312.613	3.060232	312.613	-1.128956
312.913	109.320584	312.913	41.332149	312.913	4.400564	312.913	1.021125
313.213	103.693765	313.213	49.033935	313.213	4.509992	313.213	0.654916
313.514	108.861883	313.514	47.998476	313.514	3.170135	313.514	2.463944
313.814	107.446855	313.814	55.281269	313.814	3.104358	313.814	5.609713
314.114	112.992740	314.114	53.092467	314.114	3.755946	314.114	1.128039
314.414	109.267252	314.414	49.151420	314.414	3.055684	314.414	-1.328028
314.715	114.561729	314.715	54.385938	314.715	5.978247	314.715	1.629920
315.015	121.830988	315.015	57.150960	315.015	4.965263	315.015	-0.724069
315.315	120.001849	315.315	54.931418	315.315	2.090289	315.315	-2.468052
315.616	116.671859	315.616	51.875974	315.616	4.211279	315.616	0.482638
315.916	120.128595	315.916	53.269751	315.916	5.416753	315.916	-0.114838
316.216	118.833106	316.216	60.678841	316.216	5.374348	316.216	-5.514532
316.517	120.778038	316.517	55.105092	316.517	3.870170	316.517	-1.032186
316.817	121.311902	316.817	56.821546	316.817	5.736190	316.817	-6.495200
317.117	121.182636	317.117	63.325056	317.117	5.107841	317.117	-0.284731
317.417	125.256997	317.417	58.932353	317.417	4.908770	317.417	-0.534503
317.718	126.055821	317.718	55.847507	317.718	4.420643	317.718	2.150477
318.018	126.506585	318.018	62.464272	318.018	5.742111	318.018	0.647018
318.318	125.512429	318.318	62.207759	318.318	5.538945	318.318	1.375096
318.619	130.689402	318.619	59.925487	318.619	4.164917	318.619	1.004426
318.919	128.137089	318.919	61.665209	318.919	6.470120	318.919	0.133892
319.219	127.861957	319.219	61.949960	319.219	8.003149	319.219	1.288290
319.520	127.709072	319.520	58.556393	319.520	4.993117	319.520	-2.527049
319.820	128.056721	319.820	66.940524	319.820	5.222126	319.820	0.761356
320.120	123.043732	320.120	67.084674	320.120	4.498224	320.120	-0.794240
320.420	130.230821	320.420	63.854772	320.420	5.053628	320.420	-2.178517
320.721	124.446529	320.721	64.201385	320.721	6.155956	320.721	2.296855
321.021	132.553878	321.021	66.300203	321.021	4.263043	321.021	-2.628113
321.321	132.605924	321.321	70.178234	321.321	6.805911	321.321	-2.332371
321.622	127.807886	321.622	68.624032	321.622	5.701768	321.622	2.916710
321.922	135.222697	321.922	67.597113	321.922	5.490035	321.922	0.688206
322.222	132.022800	322.222	68.176693	322.222	4.954503	322.222	-1.310114
322.523	133.803248	322.523	75.766569	322.523	3.889364	322.523	-6.822741
322.823	134.202031	322.823	69.591622	322.823	7.631922	322.823	1.608590
323.123	131.291188	323.123	69.241269	323.123	6.797704	323.123	-1.013610
323.423	135.869128	323.423	72.988990	323.423	5.617261	323.423	1.252188
323.724	138.598637	323.724	68.516768	323.724	6.986247	323.724	-0.621855
324.024	134.848858	324.024	69.113462	324.024	5.364484	324.024	2.573576
324.324	135.031454	324.324	67.112664	324.324	5.880139	324.324	-0.886968
324.625	129.115807	324.625	72.252945	324.625	6.499219	324.625	1.075830
324.925	135.812142	324.925	69.591244	324.925	6.905886	324.925	0.573973
325.225	137.756190	325.225	67.116002	325.225	7.157248	325.225	-3.081900
325.526	134.773900	325.526	76.247027	325.526	6.568500	325.526	1.532684
325.826	133.982852	325.826	74.474884	325.826	4.282432	325.826	0.669364
326.126	140.170687	326.126	74.875078	326.126	7.145184	326.126	1.640027
326.426	140.216298	326.426	75.579569	326.426	7.560495	326.426	1.163061
326.727	139.920643	326.727	75.915883	326.727	6.676396	326.727	-3.844041
327.027	138.480373	327.027	76.609336	327.027	7.128563	327.027	1.968158
327.327	136.476050	327.327	70.722900	327.327	6.008693	327.327	3.701165
327.628	135.425372	327.628	73.976496	327.628	6.673824	327.628	-0.973094
327.928	137.047287	327.928	81.687058	327.928	5.650419	327.928	0.113941
328.228	140.944394	328.228	71.763586	328.228	6.821522	328.228	-0.365438
328.529	136.263553	328.529	77.270835	328.529	7.907300	328.529	3.912952
328.829	138.241224	328.829	73.029630	328.829	6.338035	328.829	-0.410353
329.129	139.936957	329.129	72.391452	329.129	5.562621	329.129	-1.417376
329.429	145.916604	329.429	77.762245	329.429	8.740129	329.429	0.472641
329.730	142.808821	329.730	77.320531	329.730	7.426665	329.730	1.967038
330.030	145.124737	330.030	80.254980	330.030	7.324911	330.030	-0.937406
330.330	140.823165	330.330	80.369847	330.330	6.627763	330.330	-0.747313
330.631	143.582248	330.631	83.622358	330.631	6.371680	330.631	-1.716962
330.931	142.051435	330.931	78.244765	330.931	5.521209	330.931	-1.544185
331.231	140.138063	331.231	83.466639	331.231	7.279200	331.231	-5.271379
331.532	141.473503	331.532	82.664678	331.532	8.460199	331.532	-0.770909
331.832	142.875176	331.832	81.112325	331.832	8.128620	331.832	-3.043650
332.132	139.197284	332.132	77.658030	332.132	5.815238	332.132	-2.339672
332.432	138.585082	332.432	75.770478	332.432	8.571467	332.432	-4.566216
332.733	144.150658	332.733	80.909969	332.733	7.452756	332.733	1.299380
333.033	141.992882	333.033	83.759588	333.033	7.630083	333.033	-1.167822
333.333	145.268887	333.333	81.938320	333.333	8.002675	333.333	-0.189134
333.634	147.365083	333.634	87.122284	333.634	6.938665	333.634	-0.918993
333.934	141.910227	333.934	83.058997	333.934	8.150983	333.934	0.573055
334.234	145.087767	334.234	82.427808	334.234	10.340952	334.234	0.084901
334.535	142.296329	334.535	83.683267	334.535	6.635494	334.535	1.937568
334.835	147.248308	334.835	85.980172	334.835	8.309218	334.835	-1.494741
335.135	141.583921	335.135	84.060383	335.135	8.607446	335.135	2.973748
335.435	140.258128	335.435	87.020318	335.435	9.006933	335.435	1.804022
335.736	142.335987	335.736	84.055154	335.736	8.788879	335.736	-3.672597
336.036	145.166120	336.036	86.814501	336.036	6.257299	336.036	-3.692767
336.336	141.516414	336.336	92.352983	336.336	8.426381	336.336	-0.578912
336.637	144.111491	336.637	82.911980	336.637	9.874090	336.637	2.729390
336.937	145.282062	336.937	82.297208	336.937	9.851116	336.937	-0.255717
337.237	141.643727	337.237	86.602197	337.237	8.800097	337.237	-1.577493
337.538	147.217991	337.538	88.285809	337.538	9.895275	337.538	-1.130635
337.838	143.119693	337.838	87.958953	337.838	7.352003	337.838	-1.199470
338.138	142.695419	338.138	83.337324	338.138	8.606195	338.138	-0.904906
338.438	135.552902	338.438	86.804170	338.438	8.387607	338.438	1.901893
338.739	144.973648	338.739	86.274398	338.739	9.907109	338.739	0.074250
339.039	147.892920	339.039	86.254566	339.039	10.307919	339.039	-0.366301
339.339	146.687736	339.339	83.911167	339.339	7.653981	339.339	0.520311
339.640	138.628774	339.640	79.661780	339.640	8.577452	339.640	0.442431
339.940	141.340080	339.940	81.716701	339.940	9.414377	339.940	-3.576289
340.240	142.667645	340.240	85.052271	340.240	9.488379	340.240	-0.969299
340.541	141.215216	340.541	91.207959	340.541	9.375106	340.541	-1.301266
340.841	147.426890	340.841	87.769990	340.841	9.685617	340.841	0.151777
341.141	149.273514	341.141	85.549658	341.141	10.875265	341.141	1.868034
341.441	142.788486	341.441	86.781089	341.441	8.349994	341.441	-2.825339
341.742	143.323719	341.742	88.958842	341.742	9.806154	341.742	0.730592
342.042	144.635941	342.042	95.170191	342.042	8.274804	342.042	1.953390
342.342	147.907302	342.342	87.760644	342.342	9.455133	342.342	2.040459
342.643	138.925651	342.643	88.288321	342.643	8.801161	342.643	3.794665
342.943	147.100992	342.943	87.199898	342.943	11.285047	342.943	0.670124
343.243	148.781461	343.243	90.206168	343.243	10.364620	343.243	0.943626
343.544	144.791913	343.544	87.698064	343.544	10.981370	343.544	2.774049
343.844	148.356435	343.844	89.368201	343.844	10.156593	343.844	-2.207548
344.144	146.514419	344.144	86.772532	344.144	9.333486	344.144	-2.453155
344.444	149.445369	344.444	92.451127	344.444	9.312378	344.444	3.394451
344.745	145.282337	344.745	89.883028	344.745	11.382608	344.745	-0.516592
345.045	143.787229	345.045	89.304329	345.045	10.379896	345.045	1.597904
345.345	142.602428	345.345	87.233273	345.345	10.527302	345.345	-1.530937
345.646	147.702345	345.646	90.126860	345.646	8.209734	345.646	1.558093
345.946	138.901810	345.946	93.021713	345.946	8.908651	345.946	0.980834
346.246	146.487679	346.246	93.352006	346.246	10.867602	346.246	-2.376078
346.547	142.550278	346.547	92.819491	346.547	10.661351	346.547	2.155221
346.847	144.277881	346.847	92.134132	346.847	8.780359	346.847	0.854461
347.147	143.617685	347.147	88.909693	347.147	11.112718	347.147	-2.638870
347.447	145.750290	347.447	92.699455	347.447	12.579715	347.447	0.710704
347.748	142.262720	347.748	89.494130	347.748	11.806399	347.748	-0.390994
348.048	148.225327	348.048	85.034600	348.048	11.653610	348.048	-0.936075
348.348	145.101258	348.348	87.900595	348.348	10.497274	348.348	2.646511
348.649	143.573920	348.649	88.932846	348.649	11.104982	348.649	0.844210
348.949	145.373548	348.949	90.615263	348.949	9.121409	348.949	-2.652406
349.249	150.171888	349.249	89.277966	349.249	10.842940	349.249	0.453259
349.550	145.070925	349.550	91.885157	349.550	11.215912	349.550	1.709265
349.850	147.320955	349.850	97.120489	349.850	11.556442	349.850	-3.160834
350.150	147.831859	350.150	93.567307	350.150	11.691630	350.150	-0.054368
350.450	146.762200	350.450	94.162427	350.450	10.868757	350.450	1.188375
350.751	142.406090	350.751	96.112960	350.751	10.355713	350.751	0.700601
351.051	148.248937	351.051	93.596977	351.051	11.264176	351.051	-0.865357
351.351	141.490488	351.351	86.511498	351.351	12.935151	351.351	2.641096
351.652	143.926771	351.652	92.119205	351.652	9.608076	351.652	3.284429
351.952	145.290178	351.952	96.437771	351.952	12.813125	351.952	1.157799
352.252	149.391610	352.252	96.028823	352.252	10.571411	352.252	-1.403372
352.553	147.868825	352.553	89.322510	352.553	13.614533	352.553	-3.130658
352.853	150.946952	352.853	91.251597	352.853	10.403272	352.853	-0.846652
353.153	147.433747	353.153	86.707021	353.153	11.981717	353.153	0.046164
353.453	147.635566	353.453	92.344679	353.453	9.616315	353.453	-2.105848
353.754	145.578008	353.754	93.284720	353.754	11.076302	353.754	0.461834
354.054	147.003465	354.054	93.369278	354.054	12.331216	354.054	1.087296
354.354	146.197217	354.354	88.363252	354.354	10.008921	354.354	-0.365672
354.655	148.220776	354.655	92.897834	354.655	10.669176	354.655	1.668924
354.955	149.139244	354.955	96.272509	354.955	9.441368	354.955	1.473316
355.255	145.526384	355.255	92.455213	355.255	11.806190	355.255	-1.811738
355.556	143.843744	355.556	92.239224	355.556	11.863068	355.556	0.245252
355.856	150.189335	355.856	91.320048	355.856	10.593791	355.856	-4.627284
356.156	144.981904	356.156	88.567401	356.156	10.908901	356.156	0.158455
356.456	148.040062	356.456	90.283539	356.456	12.818145	356.456	-3.329144
356.757	148.615955	356.757	95.578919	356.757	9.894366	356.757	-1.246827
357.057	146.030676	357.057	93.561789	357.057	11.215162	357.057	1.132964
357.357	143.242935	357.357	97.423797	357.357	12.598109	357.357	-0.008378
357.658	148.068665	357.658	93.763410	357.658	11.667649	357.658	-3.653613
357.958	142.720434	357.958	100.974761	357.958	12.118092	357.958	-1.191784
358.258	148.868653	358.258	98.138031	358.258	11.135010	358.258	-0.360907
358.559	146.099861	358.559	97.947860	358.559	13.360591	358.559	1.844729
358.859	144.064619	358.859	95.084561	358.859	13.808453	358.859	1.269827
359.159	148.159202	359.159	93.091436	359.159	12.666462	359.159	1.560857
359.459	146.873803	359.459	92.406709	359.459	12.592966	359.459	-3.299049
359.760	146.315869	359.760	95.131339	359.760	13.177860	359.760	2.137579
360.060	147.318080	360.060	96.036518	360.060	12.782291	360.060	2.152537
360.360	147.981302	360.360	95.756303	360.360	13.233387	360.360	-4.523898
360.661	148.202154	360.661	96.133031	360.661	12.918045	360.661	0.667285
360.961	147.046076	360.961	92.959530	360.961	11.906887	360.961	-0.218442
361.261	151.052417	361.261	98.784314	361.261	11.531072	361.261	-0.713938
361.562	145.183261	361.562	96.767242	361.562	12.761095	361.562	1.393806
361.862	142.743483	361.862	98.976315	361.862	13.160184	361.862	-2.453328
362.162	147.216402	362.162	92.469896	362.162	13.944261	362.162	2.697978
362.462	142.503252	362.462	92.482298	362.462	10.896701	362.462	-3.697332
362.763	146.739683	362.763	90.837016	362.763	12.089670	362.763	3.006936
363.063	146.154939	363.063	100.094749	363.063	12.463470	363.063	-1.835380
363.363	141.360250	363.363	97.469685	363.363	11.673389	363.363	-3.462136
363.664	150.764748	363.664	90.233609	363.664	11.864169	363.664	-2.054511
363.964	149.379395	363.964	95.856825	363.964	12.677736	363.964	-2.157540
364.264	147.782258	364.264	96.152013	364.264	11.941499	364.264	1.258369
364.565	147.672580	364.565	99.651045	364.565	12.936339	364.565	0.654902
364.865	148.546153	364.865	98.620171	364.865	11.921116	364.865	0.464729
365.165	144.981732	365.165	97.933611	365.165	13.996782	365.165	-1.911371
365.465	143.408428	365.465	98.152094	365.465	13.255149	365.465	-1.670200
365.766	149.835392	365.766	95.717946	365.766	11.014212	365.766	-2.142374
366.066	148.993680	366.066	97.942519	366.066	13.848351	366.066	1.203045
366.366	142.604374	366.366	95.581782	366.366	12.739734	366.366	0.226511
366.667	148.741905	366.667	93.003091	366.667	13.933490	366.667	0.348718
366.967	144.253319	366.967	96.469615	366.967	13.850120	366.967	-1.651057
367.267	145.941890	367.267	96.013042	367.267	12.332003	367.267	0.947492
367.568	144.847520	367.568	92.972541	367.568	12.622455	367.568	0.258372
367.868	143.447408	367.868	91.658341	367.868	14.248290	367.868	6.235932
368.168	142.915971	368.168	96.427408	368.168	14.428793	368.168	-0.339420
368.468	144.525204	368.468	96.798367	368.468	13.347766	368.468	0.480393
368.769	150.831649	368.769	97.505529	368.769	14.137463	368.769	0.688783
369.069	144.945180	369.069	97.879367	369.069	11.988899	369.069	1.339069
369.369	145.465605	369.369	93.477487	369.369	13.558660	369.369	1.420447
369.670	143.489254	369.670	97.819964	369.670	13.919784	369.670	3.459455
369.970	152.524258	369.970	100.243537	369.970	14.772684	369.970	0.162406
370.270	144.716864	370.270	101.770416	370.270	13.801778	370.270	-3.361490
