Time	Response
466.433	99.606780
466.733	93.566829
467.034	102.700021
467.334	100.312321
467.634	99.013114
467.934	100.842377
468.234	105.825145
468.534	99.286245
468.834	101.206298
469.135	96.963436
469.435	100.633948
469.735	96.237865
470.035	99.326021
470.335	98.108299
470.635	96.444334
470.935	98.718670
471.236	99.149156
471.536	99.859241
471.836	97.335504
472.136	106.326466
472.436	95.244127
472.736	95.472948
473.037	97.493309
473.337	98.164957
473.637	92.398407
473.937	96.560086
474.237	100.882136
474.537	101.564297
474.837	94.962748
475.138	96.440141
475.438	99.047711
475.738	97.014155
476.038	94.401058
476.338	92.220399
476.638	95.767387
476.938	100.926202
477.239	90.959302
477.539	94.132549
477.839	97.256221
478.139	102.549600
478.439	98.759951
478.739	93.502002
479.040	99.698433
479.340	102.215424
479.640	97.459751
479.940	98.183013
480.240	98.853514
480.540	98.045625
480.840	97.092966
481.141	100.338412
481.441	96.917750
481.741	90.905677
482.041	97.389456
482.341	89.208326
482.641	90.289592
482.941	93.854621
483.242	94.484873
483.542	91.648511
483.842	97.152480
484.142	94.182159
484.442	93.856151
484.742	99.231998
485.043	95.161259
485.343	100.889807
485.643	100.691671
485.943	95.350853
486.243	95.801032
486.543	90.673877
486.843	94.876008
487.144	94.484039
487.444	101.200444
487.744	93.054375
488.044	96.799939
488.344	95.290805
488.644	89.797680
488.944	96.281771
489.245	98.531022
489.545	92.925907
489.845	98.975076
490.145	94.167483
490.445	97.114156
490.745	87.956098
491.046	89.815433
491.346	100.002853
491.646	97.878633
491.946	92.087640
492.246	89.305413
492.546	98.688271
492.846	94.187297
493.147	94.753968
493.447	91.641293
493.747	93.701727
494.047	93.087692
494.347	96.859138
494.647	92.962593
494.947	93.608426
495.248	93.060817
495.548	93.838194
495.848	89.900628
496.148	97.027918
496.448	94.808184
496.748	90.308869
497.049	101.657883
497.349	93.670189
497.649	92.894295
497.949	86.530708
498.249	94.315629
498.549	93.816739
498.849	92.525138
499.150	89.506922
499.450	91.906621
499.750	96.255332
500.050	91.609296
500.350	93.349785
500.650	97.399050
500.950	85.319282
501.251	87.558719
501.551	94.805338
501.851	91.093300
502.151	99.692809
502.451	96.333614
502.751	95.405570
503.052	91.186903
503.352	93.706758
503.652	92.412894
503.952	91.541751
504.252	87.954016
504.552	90.621060
504.852	92.815791
505.153	93.814894
505.453	88.108667
505.753	94.210222
506.053	90.004607
506.353	98.138395
506.653	93.288899
506.953	94.448134
507.254	92.370605
507.554	92.738750
507.854	85.416470
508.154	80.891437
508.454	93.564109
508.754	94.311878
509.055	91.097287
509.355	91.051051
509.655	95.044857
509.955	88.954819
510.255	92.821098
510.555	95.402885
510.855	86.402785
511.156	89.916953
511.456	85.767094
511.756	95.649928
512.056	82.807330
512.356	94.155872
512.656	90.668055
512.956	91.263918
513.257	96.299826
513.557	90.982708
513.857	93.813380
514.157	95.084979
514.457	83.483714
514.757	90.838236
515.058	92.364697
515.358	81.470047
515.658	93.696216
515.958	93.408126
516.258	87.473758
516.558	91.598703
516.858	86.099233
517.159	89.859754
517.459	92.103722
517.759	86.687075
518.059	90.032834
518.359	85.250523
518.659	96.066709
518.959	87.918173
519.260	87.624004
519.560	88.872469
519.860	94.520717
520.160	89.546134
520.460	89.920445
520.760	84.390349
521.061	84.020919
521.361	90.250817
521.661	90.510297
521.961	82.750282
522.261	92.662216
522.561	90.178307
522.861	95.090652
523.162	83.723244
523.462	85.556474
523.762	90.116202
524.062	95.103056
524.362	87.372415
524.662	89.988468
524.962	89.597252
525.263	85.480027
525.563	89.718948
525.863	85.581076
526.163	84.044358
526.463	90.117848
526.763	84.233110
527.064	88.244859
527.364	87.746592
527.664	91.420960
527.964	97.048417
528.264	89.479879
528.564	90.323046
528.864	88.473911
529.165	86.685624
529.465	87.441141
529.765	86.048462
530.065	88.148655
530.365	89.630940
530.665	90.996794
530.965	88.060175
531.266	89.177635
531.566	91.877887
531.866	89.958112
532.166	86.147288
532.466	87.905606
532.766	88.075431
533.067	87.022363
533.367	83.967814
533.667	87.046125
533.967	85.190016
534.267	86.685183
534.567	88.902722
534.867	87.831630
535.168	86.989846
535.468	91.264232
535.768	84.456074
536.068	83.741555
536.368	82.797550
536.668	79.036905
536.968	90.842340
537.269	91.448511
537.569	96.256203
537.869	83.952940
538.169	88.283132
538.469	85.115785
538.769	89.785327
539.070	87.600256
539.370	84.843071
539.670	86.474507
539.970	88.861421
540.270	85.583167
540.570	90.594943
540.870	86.927538
541.171	89.492512
541.471	84.500859
541.771	91.753641
542.071	84.879257
542.371	87.626560
542.671	87.969497
542.971	86.332419
543.272	89.087923
543.572	83.538863
543.872	82.731066
544.172	88.948704
544.472	86.210189
544.772	82.081006
545.073	79.309414
545.373	84.819140
545.673	86.758564
545.973	82.340150
546.273	88.408256
546.573	84.283619
546.873	87.039075
547.174	90.353104
547.474	83.381884
547.774	83.066765
548.074	85.796092
548.374	90.185973
548.674	82.254288
548.974	90.749698
549.275	83.857529
549.575	86.326941
549.875	87.137974
550.175	79.640577
550.475	87.540409
550.775	78.195393
551.076	84.976956
551.376	82.046925
551.676	78.746786
551.976	77.446773
552.276	78.733409
552.576	85.941600
552.876	87.335772
553.177	87.447936
553.477	81.198517
553.777	81.252776
554.077	86.801854
554.377	79.733083
554.677	82.535517
554.977	84.531240
555.278	82.774843
555.578	83.210775
555.878	83.912053
556.178	82.820292
556.478	86.719236
556.778	79.630430
557.079	82.534511
557.379	88.067123
557.679	86.867337
557.979	85.173254
558.279	86.925447
558.579	86.327198
558.879	83.802107
559.180	81.142823
559.480	81.866167
559.780	80.961324
560.080	84.437147
560.380	83.567311
560.680	91.295718
560.980	83.612151
561.281	81.623056
561.581	78.689700
561.881	86.827143
562.181	86.053838
562.481	78.142101
562.781	89.193024
563.082	83.062746
563.382	84.165156
563.682	76.963108
563.982	78.180183
564.282	84.818542
564.582	82.337024
564.882	77.532109
565.183	84.033569
565.483	85.970776
565.783	75.586558
566.083	87.397394
566.383	80.309821
566.683	80.126468
566.983	84.495251
567.284	85.127837
567.584	79.875003
567.884	82.597169
568.184	79.596788
568.484	79.759543
568.784	81.094337
569.085	80.496580
569.385	80.398446
569.685	84.777839
569.985	79.728981
570.285	83.242849
570.585	74.119349
570.885	78.339806
571.186	79.694418
571.486	81.750049
571.786	84.312546
572.086	82.929151
572.386	82.373570
572.686	80.452850
572.986	82.848647
573.287	85.974910
573.587	78.327763
573.887	76.019241
574.187	78.645537
574.487	88.257040
574.787	77.375987
575.088	77.623543
575.388	82.406058
575.688	72.843234
575.988	81.931884
576.288	81.904723
576.588	82.101624
576.888	76.827170
577.189	80.885953
577.489	86.091854
577.789	83.953366
578.089	82.237997
578.389	86.094438
578.689	78.519829
578.989	77.503592
579.290	84.475244
579.590	82.492336
579.890	78.662629
580.190	84.083190
580.490	82.007578
580.790	82.848861
581.091	86.108463
581.391	77.628377
581.691	81.148744
581.991	79.673111
582.291	81.951475
582.591	80.663439
582.891	81.479053
583.192	79.764399
583.492	74.286305
583.792	79.795069
584.092	83.785493
584.392	84.386022
584.692	79.742411
584.992	82.290188
585.293	81.737272
585.593	79.163692
585.893	80.471707
586.193	81.103138
586.493	80.219072
586.793	78.965501
587.094	73.811637
587.394	78.040066
587.694	79.251984
587.994	83.944544
588.294	77.470106
588.594	81.033812
588.894	75.827399
589.195	69.139797
589.495	80.371955
589.795	75.454503
590.095	75.665495
590.395	82.056426
590.695	80.211918
590.995	75.593479
591.296	74.373122
591.596	80.064970
591.896	82.818631
592.196	76.319963
592.496	78.974335
592.796	79.345671
593.097	85.650136
593.397	81.007431
593.697	76.579133
593.997	81.153776
594.297	78.208490
594.597	83.333867
594.897	75.050922
595.198	76.336628
595.498	83.104508
595.798	75.568808
596.098	82.226530
596.398	78.852687
596.698	78.694157
596.998	74.663240
597.299	76.190415
597.599	79.724648
597.899	74.416812
598.199	75.849550
598.499	77.422467
598.799	75.271936
599.100	78.278581
599.400	74.955335
599.700	77.832266
600.000	80.796217
